,movie,review
1811,la_la_land,"  ""Self-conscious and cringey. The last 20 mins was the best bit.  ""Thought it was light and fun :)"
1812,zootopia,"  ""Zootopia is a utopia of imagination, every scene filled a flurry of cleverness and cuteness.  ""So much fun to watch for all ages! I love love this movie!  ""Great show. So original. The voice actors did an incredible job.  ""Excellent movie, that touches social issues, 5 stars"
1813,finding_dory,"  ""Cool visuals but not as great or memorable as the original.   ""This terrible movie deserves to be at 50-60%"
1814,hell_or_high_water," This little film has it all; great characters, great dialogue, great action, and badass Jeff Bridges  ""More like “Hell of a Good Movie”! Superb!  ""One of the best modern westerns to come along in a very long time!  ""Its a decent modern western. A bit predictable and simple. But it was well done."
1815,captain_america_civil_war," This movie is the setup of what happens in Infinity War, which makes it one of the best.  ""esta pelicula tiene una trama aburrida que te hara dormir a los minutos, una gran decepcion  ""Great movie.... Not quite as good as the Winter Soldier  ""Outstanding. Great story, amazing action and emotional at points.  ""Perhaps the most thought-provoking superhero movie to date."
1816,the_jungle_book_2016,"  ""ruined. child actor mediocre. different story.  ""It is the best 2016 film.  ""I found this movie off. Not thrilled with the artistic license."
1817,paterson,"  ""Awesome. A poem in itself!  ""Amazingly beautiful."
1818,moana_2016,"  ""A Instant classic. Great leads and iconic songs  ""If you don""t like this movie, I do not like you  ""Lovely movie, would recommend"
1819,kubo_and_the_two_strings_2016," That there be some mighty beautiful stop motion.  ""Lovely, full of subtlety and nuance."
1820,hunt_for_the_wilderpeople,"  ""Hilarious and original  ""The story moves quick and does whatever it wants. How it should be.  ""One of NZ""s greatest movies lol"
1821,things_to_come_2016,"  ""Gentle, thoughtfully scripted and filmed. And the beat goes on.   ""Not much to it. Dull, uninteresting, uneventful.  ""It""s always nice to find a watchable french movie."
1822,doctor_strange_2016," A bit overrated, but still great.  ""Once a again...... a decent introduction to the character"
1823,love_and_friendship,"  ""Boring. Nothing really happens  ""Surprisingly snarky."
1824,the_nice_guys,"  ""The music saves it from a single star - crap from start to finish.  ""The Nice Guys is described as a ""Neo-Noir Action Comedy  ""Not bad. Kind of a ""meh..."""
1825,weiner,"  ""It is unbelievably outstanding that this actually was something that occurred. Only nitpick is wince they are politicians they never truly open themselves  ""The funny, yet shameful chronicling of politician Anthony Weiner""s 2nd fall into his own ego and addiction.  ""Aside from his transgressions and occasionally funny and entertaining temper tantrums, Anthony Weiner is a horrifically dull and uninteresting person. And aside from highlighting those transgressions and occasionally funny and entertaining temper tantrums -- as well as a few interesting, disheartening exchanges between Weiner and Huma Abedin -- Weiner is a horrifically dull and uninteresting documentary."
1826,the_handmaiden,"  ""A masterpiece. One of the best films I have ever seen  ""Interesting plot, surprisingly graphic...  ""Sublime. Twists, turns, beauty, intrigue. It has it all."
1827,the_witch_2016,"  ""I actually haven""t seen this movie and I accidentally gave it a rating  ""Extremely atmospheric, unsettling, and sad as well. Artfully made.  ""Loved it, Black Philip is GOAT"
1828,sing_street,"  ""5 out of 5 stars, absolutely poggers, \nbetter than brexit  ""Overall its a pretty good film, but you need to appreciate 80s fashion and music to get the most out of it, and for me that""s a step too far."
1829,dont_think_twice,"  ""Incredibly original movie about improv comedy, highly recommend  ""Gillian Jacobs. Enough said."
1830,cameraperson,"  ""Extraordinary. Absolutely extraordinary.  ""Experimental filmmaking for the Snapchat era."
1831,fences_2016,"  ""This movie shows the impact of having a father present in your life, positive or negative.  ""Denzel is predictable and sounds the same in every role. I didn’t see a separation from anyone else he played and that ruins the film.   ""Denzel Washington.  Viola Davis.  That""s pretty much all I need to say 😂."
1832,10_cloverfield_lane," I thought it was just as good as A Quiet Place  ""It""s a good thriller, suspense is good, acting is very good and story line has few good twists"
1833,eye_in_the_sky," Slow, intense and thrilling."
1834,rogue_one_a_star_wars_story,"  ""Insufferable. Insufferable. Insufferable."
1835,tower_2016,"  ""Technically impressive and emotionally resonant and serves as a great memorial for those present during that horrendous event.  ""Words can’t describe how much I loved this movie   ""Hmmm ok, that looks kinda weird. I don""t know if I can... wait, why am I crying?"
1836,toni_erdmann,"  ""Excruciating. Sometimes funny, sometimes moving, but I just couldn""t wait for it to end."
1837,the_edge_of_seventeen,"  ""Such a great story! So relatable in real life to so many people!  ""outstanding performance by Hailee, love the story"
1838,little_men_2016,"  ""Cute little movie, but drawn out and overrated.  ""Too slow and nothing ever happens"
1839,under_the_shadow,"  ""17.04.2021 ---------"
1840,the_wailing,"  ""No sense.... Boring...."
1841,embrace_of_the_serpent,"  ""A unique movie.  Stunning cinematography both in nature and the people that populate the scenes.  The storyline is not straight forward and has me pondering days after viewing.  Watching it again most likely.  ""This film is fantastic. Well worth the watch.  ""quase uma experiência religiosa, assistir a um filme tão maravilhosamente alienígena e afastado das convenções quanto Abraço da Serpente."
1842,oj_made_in_america,"  ""Amazing documentary. Even at 8 hours you want more.  ""Fascinating documentary!"
1843,jackie_2016,"  ""Interesting story, but it""s also pretty flat. No unexpected ups or downs, just a flat story presented in the rawest form."
1844,the_age_of_shadows,"  ""an atmospheric, historical story with wonderful actors.  ""Well written, well acted, well directed. A fine film.  ""Great movie that seemed to be missing a few plot points, but I watched the english dubbed version."
1845,queen_of_katwe_2016,"  ""Well done. Excellent story and well played.  ""Long and Boring what else can I say  ""one of the best of 2016, great script, great characters and great cast."
1846,fireworks_wednesday, the writing was on point.
1847,aquarius,"  ""Such a powerful film, both in the message it conveys, as well as the acting. A top 10 film of the past decade. Truly beautiful.  ""An insightful look at family relationships, aging, loss, corporation greed, and identity, anchored by a powerful lead performance from Sonia Braga."
1848,13th," Soo sad and yet extremely necessary doc.  ""Fact checked!\n\nhttp://internetisinamerica.blogspot.com/2016/11/26-errors-inaccuracies-and-flat-out.html"
1849,elle_2016,"  ""una pelicula excelente 10/10  ""Really cool and intriguing  ""Maravilhoso, pra ser visto e revisto!  ""While not usually a Verhoeven fan (except for ""Basic Instinct"
1850,the_love_witch," This was strongly my brand.  ""Fun, I guess. Almost too underwhelming if I came in with any expectations."
1851,the_fits_2016," Absolute waste of your time. No story, no reconciliation of wtf or WHY tf this is happening and you""re left with...wtf did I just watch?  ""I struggled with this, it did feel like it meandered and became too surreal.  Found it a difficult watch though the acting was good  ""This is a coming of age that is too good to be called a coming of age."
1852,loving_2016,"  ""Another movie to make white people look racists; this is all they make anymore; why dont you face reality; and make a movie about the Wichita Massacre in Kansas.  ""Loving is a quiet, sweet, and often powerful film about a loving interracial relationship  I guess you begin to wonder how much thematic substance there is behind it all though."
1853,the_beatles_eight_days_a_week_the_touring_years,"  ""Faithfully captures Beatlemania , in all its insanity  ""Good music. Just too long.   ""Love it, great for any Beatles fan."
1854,hail_caesar_2016," A wonderful mechanism to sneak Communist content into a feature film. Not to mention it""s fun!  ""This movie has quality and great actors, no doubt. But the main story is weird, couldn""t relate.  ""Hail, Caesar is Coen Brothers finest work on film.  ""I thoroughly enjoyed this movie. It""s a pity Alden Ehrenreich did Solo after this."
1855,green_room_2016,"  ""It was predictable. I didn’t like how they killed everyone off like why couldn’t they fight? Idk maybe I need to see it again, but at this point I don’t wanna.   ""‘Green Room"" Marks Triumphant Venture into World of Siege Warfare for Director Jeremy Saulnier  ""Certainly hard to watch but nonetheless brilliant"
1856,long_way_north,"  ""Pleasant enough, but pretty plain "
1857,certain_women_2016,"  ""loved it.  Would see it again.  ""It hits you over the head with its message, but not a lot is going on.  ""worst movie ever put me to sleep"
1858,almost_holy,"  ""Real life superhero stuff!  Genniady notes in the film."
1859,aferim,"  ""Really long and boring  ""The odd pacing may put off some viewers but the pleasures are there if you look for them.  ""a return to the dark ages, but beautiful lensing"
1860,the_innocents_2016," this movie truly deserves all the accolades it has received. If you don""t mind the subtitles, this is a movie you must watch.  It needs to be in your bucket list.  ""Plot and characters were very realistic. The heroine doctor helps to eliminate needless suffering of pregnant nuns. Well made film.  ""Beautifully shot, poetically directed, this is a powerful film that is a celebration of the human spirit.  ""so many stories of the war were overlooked regarding women.  A very sad film with a wonderful outcome."
1861,sully,"  ""a settled drama with good performances  ""A greatly awesome tribute to a great pilot!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""perfect movie to watching"
1862,deadpool,"  ""After the scene where deadpool gets f:ed in the a byt a strapon, I couldnt really think of him as a ""badass"" anymore. What a beta.  ""This is the most funniest movie Marvel ever produced. The cast is phenomenal and the action is awesome while keep telling an intresting origin story.  ""I loved it but super inappropriate for kids under 18 i mean very its good for adults but still terrible for kids I think Deadpool 3 is the best one but great job.  ""Not a generally accepted Marvel movie. Quite funny and action oriented.  ""Deadpool was okay, but the first half of the movie was interrupted by terribly long backstories/flashbacks, which is what bothered me. But they did make up for them with plenty of decent graphic violence and action. It was alright"
1863,gimme_danger,"  ""Must see if you like The Stooges.  ""Sometimes you forget the stooges were the greatest band of all time!  ""i learned iggy s cool"
1864,the_dark_horse_2016,"  not as light-hearted and charming as in ""boy"". Great work.  ""Based on actual events and from an actual character ""The Dark Horse""  ""7.5/10 calm but great  ""a dark horse indeed, this one"
1865,de_palma,"  ""Really the best documentary of all time.  ""A fascinating documentary that""s a must-see for anyone even remotely interested in the director""s work, or even film in general.  ""Any lover of films and particularly De Palma""s, will find his candid stories and explanations about his innovative films very fascinating."
